NAME	SIZE	ES	NES	NOM_p-val	FDR_q-val	FWER_p-val	RANK_AT_MAX	LEADING_EDGE		
GOBP_PROTEIN_MANNOSYLATION	15	0.4541264	1.2438676	0.19246031	0.564917	1	2868	"tags=47%,"	"list=30%,"	signal=66%
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	72	0.33407778	1.2431998	0.15725806	0.5650891	1	2930	"tags=39%,"	"list=31%,"	signal=56%
GOBP_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY	18	0.4137429	1.2403567	0.16338582	0.56589895	1	1238	"tags=28%,"	"list=13%,"	signal=32%
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	143	0.3154057	1.2446374	0.20247933	0.56615597	1	1688	"tags=24%,"	"list=18%,"	signal=28%
GOBP_STRESS_GRANULE_ASSEMBLY	15	0.4649608	1.2440028	0.21956088	0.5662832	1	3223	"tags=53%,"	"list=34%,"	signal=80%
GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS	24	0.3950592	1.240574	0.18426104	0.56702155	1	2471	"tags=42%,"	"list=26%,"	signal=56%
GOBP_AMINOGLYCAN_CATABOLIC_PROCESS	19	0.47580686	1.24173	0.18039216	0.56735367	1	436	"tags=16%,"	"list=5%,"	signal=17%
GOBP_MICROTUBULE_POLYMERIZATION	46	0.32719177	1.2390687	0.1431579	0.5676489	1	1995	"tags=28%,"	"list=21%,"	signal=36%
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	36	0.41200507	1.2406993	0.2	0.56840634	1	1875	"tags=28%,"	"list=20%,"	signal=34%
GOBP_GLYCOSAMINOGLYCAN_CATABOLIC_PROCESS	17	0.500158	1.2369642	0.19721116	0.57206064	1	436	"tags=18%,"	"list=5%,"	signal=18%
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	137	0.24757466	1.2351177	0.17984189	0.57556474	1	2646	"tags=30%,"	"list=28%,"	signal=41%
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	93	0.31063306	1.2330942	0.1090535	0.5793688	1	1989	"tags=27%,"	"list=21%,"	signal=34%
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS	168	0.30316335	1.2320545	0.114989735	0.5806631	1	2353	"tags=33%,"	"list=25%,"	signal=43%
GOBP_CHROMATIN_REMODELING	186	0.27535492	1.2305417	0.15968063	0.5814522	1	1465	"tags=17%,"	"list=15%,"	signal=20%
GOBP_REGULATION_OF_NUCLEASE_ACTIVITY	16	0.4350945	1.2309064	0.22088353	0.58210623	1	485	"tags=13%,"	"list=5%,"	signal=13%
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	83	0.28593442	1.2281119	0.24255319	0.5864515	1	2072	"tags=28%,"	"list=22%,"	signal=35%
GOBP_REGULATION_OF_TOR_SIGNALING	51	0.36418796	1.2248286	0.2248996	0.5940717	1	1962	"tags=27%,"	"list=20%,"	signal=34%
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION	82	0.3183631	1.2237173	0.13849287	0.59545994	1	1353	"tags=22%,"	"list=14%,"	signal=25%
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	56	0.35595632	1.210816	0.17261904	0.60505825	1	785	"tags=16%,"	"list=8%,"	signal=17%
GOBP_HISTONE_MODIFICATION	215	0.2476465	1.2149354	0.18217821	0.60553664	1	2639	"tags=27%,"	"list=28%,"	signal=36%
GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	16	0.48685008	1.2137058	0.1891892	0.6056183	1	1927	"tags=50%,"	"list=20%,"	signal=62%
GOBP_DNA_METHYLATION	39	0.38056	1.2189553	0.19838056	0.6056994	1	2168	"tags=31%,"	"list=23%,"	signal=40%
GOBP_MODIFIED_AMINO_ACID_TRANSPORT	17	0.44522595	1.213036	0.23076923	0.605838	1	1451	"tags=29%,"	"list=15%,"	signal=35%
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION	45	0.36218262	1.2194632	0.13957936	0.6059201	1	2215	"tags=38%,"	"list=23%,"	signal=49%
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	52	0.2895706	1.2098505	0.24448898	0.60611475	1	2638	"tags=31%,"	"list=28%,"	signal=42%
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	121	0.26493233	1.2152432	0.24640657	0.60641044	1	2766	"tags=26%,"	"list=29%,"	signal=37%
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	53	0.34991887	1.2108421	0.1755424	0.60668945	1	1407	"tags=25%,"	"list=15%,"	signal=29%
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	34	0.365896	1.2138067	0.25607476	0.6070913	1	1798	"tags=21%,"	"list=19%,"	signal=25%
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	49	0.28829202	1.2088535	0.26293996	0.6072055	1	2780	"tags=33%,"	"list=29%,"	signal=46%
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT	42	0.34721822	1.2082506	0.21193415	0.6072213	1	1802	"tags=24%,"	"list=19%,"	signal=29%
GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION	20	0.43166876	1.2154511	0.22978723	0.60750425	1	811	"tags=20%,"	"list=8%,"	signal=22%
GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	415	0.22871923	1.217732	0.13855422	0.6077055	1	1648	"tags=18%,"	"list=17%,"	signal=21%
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III	29	0.35821864	1.2159247	0.24319066	0.607841	1	1550	"tags=24%,"	"list=16%,"	signal=29%
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	59	0.34189394	1.2110056	0.17864476	0.60791874	1	3005	"tags=53%,"	"list=31%,"	signal=76%
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	29	0.37350434	1.216109	0.20472442	0.6089795	1	2471	"tags=38%,"	"list=26%,"	signal=51%
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	65	0.3156737	1.2112195	0.25203252	0.6089896	1	3216	"tags=45%,"	"list=34%,"	signal=67%
GOBP_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS	15	0.41237983	1.2161677	0.26774848	0.61057657	1	3602	"tags=60%,"	"list=38%,"	signal=96%
GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY	16	0.4430386	1.2043316	0.25313807	0.6114577	1	2509	"tags=44%,"	"list=26%,"	signal=59%
GOBP_INTRACELLULAR_STEROL_TRANSPORT	17	0.4610192	1.2059765	0.21311475	0.6118609	1	1368	"tags=29%,"	"list=14%,"	signal=34%
GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	279	0.2282166	1.2052108	0.18623482	0.61231875	1	1598	"tags=19%,"	"list=17%,"	signal=22%
GOBP_TRANSPOSITION	20	0.44447082	1.2044991	0.19223301	0.61268204	1	2167	"tags=40%,"	"list=23%,"	signal=52%
GOBP_PROTEIN_DEPOLYMERIZATION	51	0.34449255	1.2000257	0.20315582	0.6133761	1	3005	"tags=47%,"	"list=31%,"	signal=68%
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	38	0.37317535	1.2000769	0.2035225	0.6149073	1	3005	"tags=53%,"	"list=31%,"	signal=76%
GOBP_RESPONSE_TO_AMINO_ACID_STARVATION	27	0.36547828	1.1986792	0.2510204	0.6155035	1	1507	"tags=30%,"	"list=16%,"	signal=35%
GOBP_PIGMENT_GRANULE_LOCALIZATION	15	0.45917735	1.2001547	0.2682927	0.6163472	1	1150	"tags=27%,"	"list=12%,"	signal=30%
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	104	0.2886287	1.2014446	0.17357002	0.6178428	1	1488	"tags=18%,"	"list=16%,"	signal=21%
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	96	0.3129462	1.2001681	0.1663286	0.6180057	1	1697	"tags=26%,"	"list=18%,"	signal=31%
GOBP_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	15	0.44928154	1.2006882	0.25748503	0.61822456	1	2177	"tags=40%,"	"list=23%,"	signal=52%
GOBP_ERYTHROCYTE_DEVELOPMENT	19	0.38029185	1.1893332	0.197318	0.622576	1	1231	"tags=26%,"	"list=13%,"	signal=30%
GOBP_MISMATCH_REPAIR	17	0.39953327	1.1884118	0.24063116	0.6238209	1	3191	"tags=59%,"	"list=33%,"	signal=88%
GOBP_REGULATION_OF_HISTONE_MODIFICATION	82	0.27461177	1.1893973	0.19253439	0.6240454	1	1075	"tags=15%,"	"list=11%,"	signal=16%
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	111	0.2859162	1.1896065	0.18825911	0.62513876	1	2006	"tags=29%,"	"list=21%,"	signal=36%
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION	46	0.30991226	1.1924164	0.20758483	0.6252741	1	1826	"tags=26%,"	"list=19%,"	signal=32%
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE	202	0.2583785	1.1929216	0.17805383	0.62547255	1	1824	"tags=23%,"	"list=19%,"	signal=28%
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	17	0.4075356	1.187263	0.2580645	0.6254812	1	1407	"tags=29%,"	"list=15%,"	signal=34%
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT	15	0.48935208	1.189973	0.29083666	0.62569165	1	840	"tags=27%,"	"list=9%,"	signal=29%
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	439	0.28734148	1.1932799	0.13492064	0.6261472	1	2067	"tags=27%,"	"list=22%,"	signal=33%
GOBP_CYTOSOLIC_TRANSPORT	87	0.30911416	1.190199	0.24696356	0.6266668	1	2448	"tags=33%,"	"list=26%,"	signal=44%
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	52	0.32114968	1.1940033	0.23210831	0.62742865	1	2448	"tags=31%,"	"list=26%,"	signal=41%
GOBP_PROTEIN_MATURATION	164	0.28927824	1.1933415	0.15939279	0.627677	1	1696	"tags=24%,"	"list=18%,"	signal=29%
GOBP_PROTEIN_TARGETING	171	0.24879827	1.190882	0.185567	0.62806493	1	1306	"tags=14%,"	"list=14%,"	signal=16%
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE	247	0.26752645	1.1902581	0.19305857	0.62816703	1	2514	"tags=31%,"	"list=26%,"	signal=41%
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	33	0.32715717	1.184903	0.234714	0.63083285	1	1826	"tags=27%,"	"list=19%,"	signal=34%
GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	17	0.41978058	1.1835963	0.23619048	0.632894	1	774	"tags=18%,"	"list=8%,"	signal=19%
GOBP_REGULATION_OF_PROTEIN_STABILITY	162	0.23627128	1.1772003	0.17255718	0.63378483	1	1441	"tags=16%,"	"list=15%,"	signal=19%
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	15	0.4107127	1.1826679	0.26501036	0.6339241	1	3469	"tags=53%,"	"list=36%,"	signal=83%
GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	21	0.42504627	1.1809813	0.2112403	0.63402987	1	823	"tags=24%,"	"list=9%,"	signal=26%
GOBP_GOLGI_ORGANIZATION	75	0.3296855	1.1792675	0.23206751	0.6341718	1	2585	"tags=40%,"	"list=27%,"	signal=54%
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	37	0.32638294	1.1776346	0.27579364	0.6341915	1	2503	"tags=32%,"	"list=26%,"	signal=44%
GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	15	0.4403873	1.179756	0.2615694	0.63434607	1	1558	"tags=27%,"	"list=16%,"	signal=32%
GOBP_INTRACILIARY_TRANSPORT	23	0.44261488	1.1785353	0.2804878	0.63475055	1	2602	"tags=61%,"	"list=27%,"	signal=83%
GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	40	0.40319812	1.1779882	0.24385247	0.63477	1	1448	"tags=23%,"	"list=15%,"	signal=26%
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS	57	0.32696548	1.1811337	0.2389937	0.63517576	1	2514	"tags=30%,"	"list=26%,"	signal=40%
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	16	0.43014216	1.179859	0.3011583	0.6356396	1	751	"tags=19%,"	"list=8%,"	signal=20%
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	17	0.43036276	1.1811496	0.22289157	0.63677394	1	1407	"tags=35%,"	"list=15%,"	signal=41%
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	38	0.33072194	1.17456	0.2112676	0.63955027	1	82	"tags=8%,"	"list=1%,"	signal=8%
GOBP_STEROL_BIOSYNTHETIC_PROCESS	29	0.3457141	1.1693279	0.25510204	0.6403583	1	1331	"tags=21%,"	"list=14%,"	signal=24%
GOBP_REGULATION_OF_LIPID_STORAGE	24	0.38263124	1.1700317	0.25527832	0.641426	1	1780	"tags=38%,"	"list=19%,"	signal=46%
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	27	0.41557145	1.1694616	0.30346233	0.64151496	1	1815	"tags=44%,"	"list=19%,"	signal=55%
GOBP_CELL_REDOX_HOMEOSTASIS	23	0.45345873	1.1722424	0.31835938	0.6416301	1	2128	"tags=35%,"	"list=22%,"	signal=45%
GOBP_TRANSPORT_ALONG_MICROTUBULE	94	0.28419673	1.1681651	0.1987315	0.6421462	1	2006	"tags=28%,"	"list=21%,"	signal=35%
GOBP_PHOSPHOLIPID_TRANSLOCATION	22	0.39543504	1.171369	0.22845691	0.6425305	1	953	"tags=23%,"	"list=10%,"	signal=25%
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	337	0.25610888	1.1723596	0.15322581	0.6428744	1	1594	"tags=20%,"	"list=17%,"	signal=23%
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	27	0.3233838	1.1700755	0.2832981	0.64291	1	1165	"tags=19%,"	"list=12%,"	signal=21%
GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	243	0.24036661	1.1726843	0.15353535	0.6435385	1	2646	"tags=32%,"	"list=28%,"	signal=43%
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING	41	0.3694898	1.1669585	0.26068377	0.6439779	1	1709	"tags=27%,"	"list=18%,"	signal=33%
GOBP_SPINDLE_LOCALIZATION	32	0.3642669	1.1701999	0.2360515	0.6441431	1	832	"tags=19%,"	"list=9%,"	signal=20%
GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION	16	0.4388362	1.1663189	0.3088803	0.6441485	1	1870	"tags=25%,"	"list=20%,"	signal=31%
GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK	19	0.4303107	1.1643778	0.29122055	0.64515084	1	2647	"tags=53%,"	"list=28%,"	signal=73%
GOBP_TELOMERE_CAPPING	23	0.3678594	1.165006	0.30218688	0.6464042	1	2298	"tags=26%,"	"list=24%,"	signal=34%
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	61	0.31075943	1.1644497	0.22222222	0.64652956	1	1629	"tags=26%,"	"list=17%,"	signal=31%
GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	26	0.3710922	1.161788	0.21106558	0.6479723	1	953	"tags=23%,"	"list=10%,"	signal=26%
GOBP_QUINONE_METABOLIC_PROCESS	22	0.39413714	1.1619316	0.28455284	0.6490917	1	3070	"tags=45%,"	"list=32%,"	signal=67%
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	186	0.26948807	1.1621296	0.17041199	0.65009415	1	1714	"tags=25%,"	"list=18%,"	signal=30%
GOBP_REGULATION_OF_TELOMERASE_ACTIVITY	19	0.39553136	1.1573569	0.30784708	0.6545348	1	1396	"tags=21%,"	"list=15%,"	signal=25%
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	78	0.29364878	1.1580267	0.2771855	0.65556526	1	1592	"tags=18%,"	"list=17%,"	signal=21%
GOBP_OLFACTORY_LOBE_DEVELOPMENT	18	0.45371	1.1574796	0.26272914	0.6557427	1	1059	"tags=39%,"	"list=11%,"	signal=44%
GOBP_PEROXISOME_ORGANIZATION	25	0.39569092	1.1584586	0.27755904	0.6559211	1	2089	"tags=32%,"	"list=22%,"	signal=41%
GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR	20	0.42153597	1.15575	0.29919678	0.65744424	1	1897	"tags=35%,"	"list=20%,"	signal=44%
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	68	0.3314514	1.1525948	0.28985506	0.6634344	1	1807	"tags=25%,"	"list=19%,"	signal=31%
GOBP_MITOTIC_CYTOKINESIS	48	0.33970302	1.1530484	0.30084747	0.6636392	1	1601	"tags=19%,"	"list=17%,"	signal=22%
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS	102	0.2859474	1.1515672	0.224	0.66488206	1	1728	"tags=25%,"	"list=18%,"	signal=31%
GOBP_EMBRYONIC_DIGIT_MORPHOGENESIS	25	0.39951062	1.1508901	0.23505977	0.6652612	1	1428	"tags=24%,"	"list=15%,"	signal=28%
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	122	0.2693278	1.144665	0.25165564	0.68008244	1	2490	"tags=32%,"	"list=26%,"	signal=43%
GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	47	0.31129515	1.143907	0.29215688	0.68065387	1	1390	"tags=19%,"	"list=15%,"	signal=22%
GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS	51	0.3302998	1.1447837	0.2638037	0.6813475	1	1469	"tags=27%,"	"list=15%,"	signal=32%
GOBP_MEGAKARYOCYTE_DIFFERENTIATION	35	0.33845592	1.1425918	0.25416666	0.68288034	1	1422	"tags=20%,"	"list=15%,"	signal=23%
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	109	0.27343842	1.1412877	0.22745901	0.6853659	1	1938	"tags=26%,"	"list=20%,"	signal=32%
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	35	0.3672241	1.139333	0.26464647	0.6879426	1	1697	"tags=31%,"	"list=18%,"	signal=38%
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS	42	0.32695267	1.139519	0.29032257	0.6889837	1	1703	"tags=21%,"	"list=18%,"	signal=26%
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	19	0.3271116	1.1380897	0.29045644	0.69010127	1	3452	"tags=53%,"	"list=36%,"	signal=82%
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING	27	0.38135296	1.1360335	0.32231405	0.6929572	1	1507	"tags=26%,"	"list=16%,"	signal=31%
GOBP_VIRAL_RELEASE_FROM_HOST_CELL	19	0.40917033	1.1361051	0.29960316	0.69433844	1	2443	"tags=32%,"	"list=25%,"	signal=42%
GOBP_AXONAL_TRANSPORT	37	0.32060555	1.1336086	0.28838176	0.69857824	1	560	"tags=14%,"	"list=6%,"	signal=14%
GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III	16	0.3884588	1.132964	0.30661324	0.6989047	1	1217	"tags=19%,"	"list=13%,"	signal=21%
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	189	0.24679089	1.128699	0.24784483	0.70992345	1	2177	"tags=25%,"	"list=23%,"	signal=32%
GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION	32	0.32659182	1.1273627	0.3026316	0.7122455	1	682	"tags=13%,"	"list=7%,"	signal=13%
GOBP_PROTEIN_MONOUBIQUITINATION	44	0.29932967	1.1267272	0.32586557	0.71243906	1	1882	"tags=20%,"	"list=20%,"	signal=25%
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	50	0.328191	1.1223938	0.28041238	0.7125548	1	1353	"tags=20%,"	"list=14%,"	signal=23%
GOBP_PEROXISOMAL_TRANSPORT	16	0.46359786	1.1228788	0.32298136	0.71273065	1	2740	"tags=50%,"	"list=29%,"	signal=70%
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	50	0.32274303	1.123222	0.288	0.7132562	1	2704	"tags=38%,"	"list=28%,"	signal=53%
GOBP_RESPONSE_TO_LITHIUM_ION	17	0.4206654	1.1233953	0.27868852	0.7143909	1	853	"tags=29%,"	"list=9%,"	signal=32%
GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT	44	0.3074881	1.1244622	0.2897959	0.7144298	1	1578	"tags=25%,"	"list=16%,"	signal=30%
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	127	0.27211258	1.1235256	0.23935091	0.7156364	1	1728	"tags=24%,"	"list=18%,"	signal=29%
GOBP_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING	17	0.47202381	1.1244991	0.36363637	0.71593904	1	1709	"tags=24%,"	"list=18%,"	signal=29%
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	446	0.21803424	1.120526	0.272	0.7163037	1	1913	"tags=19%,"	"list=20%,"	signal=23%
GOBP_AMINO_SUGAR_METABOLIC_PROCESS	20	0.4079405	1.1248562	0.2997988	0.7165372	1	1515	"tags=30%,"	"list=16%,"	signal=36%
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY	16	0.41617027	1.118799	0.334004	0.7197916	1	1396	"tags=25%,"	"list=15%,"	signal=29%
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	18	0.4357771	1.1154574	0.3306288	0.7233473	1	1035	"tags=28%,"	"list=11%,"	signal=31%
GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS	37	0.36675486	1.1159536	0.29896906	0.72346205	1	1433	"tags=32%,"	"list=15%,"	signal=38%
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	55	0.31544176	1.116975	0.3384913	0.7237404	1	2123	"tags=27%,"	"list=22%,"	signal=35%
GOBP_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS	16	0.41731662	1.1144685	0.31434184	0.72466314	1	347	"tags=13%,"	"list=4%,"	signal=13%
GOBP_CELLULAR_IRON_ION_HOMEOSTASIS	28	0.3487425	1.1160377	0.29400387	0.7248161	1	1806	"tags=29%,"	"list=19%,"	signal=35%
GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	15	0.42206806	1.1128652	0.3117409	0.72482854	1	1342	"tags=20%,"	"list=14%,"	signal=23%
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS	26	0.34660006	1.1130217	0.33069307	0.7259162	1	2471	"tags=35%,"	"list=26%,"	signal=47%
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY	36	0.3316227	1.1113346	0.31632653	0.72620136	1	1318	"tags=17%,"	"list=14%,"	signal=19%
GOBP_PROTEIN_N_LINKED_GLYCOSYLATION	33	0.35051534	1.1108031	0.29327902	0.7262805	1	846	"tags=21%,"	"list=9%,"	signal=23%
GOBP_CHROMATIN_ORGANIZATION	297	0.22747487	1.1130372	0.2570281	0.72746253	1	2070	"tags=21%,"	"list=22%,"	signal=26%
GOBP_ORGANELLE_LOCALIZATION	302	0.21904495	1.1113601	0.23673469	0.7277132	1	1837	"tags=20%,"	"list=19%,"	signal=24%
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	50	0.30359837	1.1070678	0.33119658	0.7295771	1	1688	"tags=26%,"	"list=18%,"	signal=31%
GOBP_ANION_HOMEOSTASIS	16	0.42685425	1.1059945	0.30827066	0.7296334	1	1130	"tags=25%,"	"list=12%,"	signal=28%
GOBP_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	37	0.3261322	1.100733	0.34489796	0.7300302	1	2250	"tags=30%,"	"list=23%,"	signal=39%
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	101	0.2597743	1.1063334	0.27459016	0.7301812	1	968	"tags=11%,"	"list=10%,"	signal=12%
GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	53	0.31722882	1.1024798	0.30985916	0.73084843	1	1396	"tags=21%,"	"list=15%,"	signal=24%
GOBP_VESICLE_TARGETING	29	0.29918045	1.1029825	0.33596838	0.73085696	1	2998	"tags=41%,"	"list=31%,"	signal=60%
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	116	0.2564174	1.1050555	0.29149798	0.73085713	1	2514	"tags=34%,"	"list=26%,"	signal=46%
GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	23	0.40747032	1.1071577	0.3135246	0.7308633	1	1555	"tags=30%,"	"list=16%,"	signal=36%
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	375	0.24045207	1.1008037	0.23943663	0.73133755	1	2465	"tags=28%,"	"list=26%,"	signal=36%
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING	23	0.35410798	1.1032509	0.354251	0.7316457	1	1844	"tags=26%,"	"list=19%,"	signal=32%
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	47	0.2617778	1.1040848	0.32405567	0.7322684	1	1939	"tags=19%,"	"list=20%,"	signal=24%
GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	26	0.3952387	1.1009643	0.33202356	0.7323837	1	2693	"tags=42%,"	"list=28%,"	signal=59%
GOBP_REGULATION_OF_PROTEIN_ACETYLATION	44	0.3174323	1.107161	0.33199194	0.7324186	1	2030	"tags=27%,"	"list=21%,"	signal=34%
GOBP_TOR_SIGNALING	62	0.29607275	1.1013933	0.34808853	0.73257613	1	1962	"tags=23%,"	"list=20%,"	signal=28%
GOBP_OSTEOBLAST_PROLIFERATION	18	0.42920393	1.1076169	0.3044316	0.7326123	1	1554	"tags=28%,"	"list=16%,"	signal=33%
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	17	0.34458297	1.1033841	0.35123968	0.7328245	1	3412	"tags=41%,"	"list=36%,"	signal=64%
GOBP_CELLULAR_PIGMENTATION	37	0.3300651	1.1078316	0.3312369	0.73357004	1	1150	"tags=19%,"	"list=12%,"	signal=21%
GOBP_VIRAL_RNA_GENOME_REPLICATION	15	0.39157185	1.0986444	0.32876712	0.73465675	1	2576	"tags=33%,"	"list=27%,"	signal=46%
GOBP_GLYCOSYLATION	119	0.29414943	1.0963526	0.29681274	0.7383196	1	1963	"tags=31%,"	"list=20%,"	signal=39%
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	186	0.27336153	1.0965323	0.30081302	0.7393933	1	2352	"tags=29%,"	"list=25%,"	signal=38%
