NAME	SIZE	ES	NES	NOM_p-val	FDR_q-val	FWER_p-val	RANK_AT_MAX	LEADING_EDGE			
GOBP_REGULATION_OF_INSULIN_SECRETION	93	0.31832033	1.0181056	0.4265873	0.89647293	1	2127	"tags=20%,"	"list=20%,"	signal=25%	
GOBP_MATURATION_OF_LSU_RRNA	19	0.4419527	1.0376455	0.43	0.89651865	1	3048	"tags=53%,"	"list=29%,"	signal=74%	
GOBP_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	183	0.2528925	0.9461859	0.5903166	0.8965883	1	2146	"tags=21%,"	"list=20%,"	signal=26%	
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION	31	0.31522876	0.94591266	0.51632655	0.896626	1	811	"tags=10%,"	"list=8%,"	signal=10%	
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	145	0.33549777	1.1203545	0.2209073	0.8966392	1	1942	"tags=23%,"	"list=18%,"	signal=27%	
GOBP_MESODERM_MORPHOGENESIS	42	0.43772894	1.039465	0.39562625	0.89667624	1	1083	"tags=19%,"	"list=10%,"	signal=21%	
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	64	0.34159437	1.0331112	0.38613862	0.89669204	1	1823	"tags=27%,"	"list=17%,"	signal=32%	
GOBP_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	15	0.38604522	1.0321732	0.404	0.8967249	1	2172	"tags=27%,"	"list=20%,"	signal=33%	
GOBP_PROTEIN_KINASE_A_SIGNALING	21	0.3988289	0.94562095	0.55711424	0.89672965	1	779	"tags=24%,"	"list=7%,"	signal=26%	
GOBP_RESPONSE_TO_METAL_ION	213	0.2611874	1.0366495	0.34920636	0.8967394	1	2449	"tags=25%,"	"list=23%,"	signal=32%	
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	28	0.34119532	0.9417644	0.570297	0.8967683	1	1495	"tags=14%,"	"list=14%,"	signal=17%	
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	179	0.30001178	1.043439	0.35643566	0.8967753	1	1050	"tags=13%,"	"list=10%,"	signal=15%	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	58	0.33774012	0.93900377	0.5813492	0.8967778	1	1817	"tags=31%,"	"list=17%,"	signal=37%	
GOBP_REGULATION_OF_MRNA_PROCESSING	82	0.2313571	0.9331057	0.5459662	0.8968089	1	2070	"tags=18%,"	"list=20%,"	signal=23%	
GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	63	0.33927563	1.039726	0.39321357	0.89682496	1	934	"tags=17%,"	"list=9%,"	signal=19%	
GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY	121	0.2948364	0.93871653	0.59638554	0.89683867	1	1882	"tags=23%,"	"list=18%,"	signal=28%	
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS	149	0.27489954	1.0409559	0.34817815	0.896857	1	829	"tags=9%,"	"list=8%,"	signal=9%	
GOBP_PROTEIN_STABILIZATION	134	0.25609294	1.0302814	0.36820924	0.8969281	1	2454	"tags=23%,"	"list=23%,"	signal=30%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	67	0.32974598	1.0279157	0.40325865	0.8969501	1	1572	"tags=22%,"	"list=15%,"	signal=26%	
GOBP_ORGANELLE_FISSION	308	0.2555233	0.93256986	0.6546906	0.8969558	1	1316	"tags=13%,"	"list=12%,"	signal=14%	
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	22	0.34790102	0.94684446	0.515625	0.89696157	1	714	"tags=14%,"	"list=7%,"	signal=15%	
GOBP_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	213	0.23596781	0.9452773	0.6776699	0.89697796	1	2013	"tags=19%,"	"list=19%,"	signal=23%	
GOBP_PEPTIDE_CROSS_LINKING	22	0.40890852	1.0634127	0.33529413	0.89698493	1	1069	"tags=27%,"	"list=10%,"	signal=30%	
GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	32	0.39365983	0.9391943	0.52683896	0.89698595	1	1723	"tags=38%,"	"list=16%,"	signal=45%	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE	29	0.38439807	1.059837	0.35018727	0.8970203	1	2274	"tags=38%,"	"list=21%,"	signal=48%	
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	17	0.4513875	1.0188347	0.44752476	0.89702916	1	1507	"tags=24%,"	"list=14%,"	signal=27%	
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY	28	0.33709902	0.9279791	0.5800416	0.8970374	1	2518	"tags=32%,"	"list=24%,"	signal=42%	
GOBP_ICOSANOID_BIOSYNTHETIC_PROCESS	32	0.38787702	0.92770875	0.5646817	0.8970894	1	397	"tags=19%,"	"list=4%,"	signal=19%	
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	49	0.3267483	1.1198505	0.30816326	0.897114	1	2238	"tags=24%,"	"list=21%,"	signal=31%	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	37	0.33405915	0.9327688	0.5869159	0.897117	1	2274	"tags=32%,"	"list=21%,"	signal=41%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	314	0.26393604	1.0901196	0.202	0.89711905	1	1600	"tags=15%,"	"list=15%,"	signal=17%	
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	35	0.37272704	0.941911	0.54651165	0.89713216	1	2240	"tags=31%,"	"list=21%,"	signal=40%	
GOBP_SECRETION_BY_TISSUE	22	0.3770121	0.9462677	0.54563105	0.8971402	1	1682	"tags=32%,"	"list=16%,"	signal=38%	
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	38	0.31473795	1.0353425	0.38877755	0.8971552	1	1386	"tags=16%,"	"list=13%,"	signal=18%	
GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION	19	0.4532972	1.0347546	0.42277992	0.89716595	1	2357	"tags=42%,"	"list=22%,"	signal=54%	
GOBP_NEURON_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS	21	0.36028516	0.92818314	0.5821206	0.89720553	1	755	"tags=14%,"	"list=7%,"	signal=15%	
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	16	0.44632778	1.1156597	0.32771537	0.89722556	1	2710	"tags=31%,"	"list=26%,"	signal=42%	
GOBP_CELLULAR_PIGMENTATION	45	0.373578	1.0399367	0.3829365	0.89723045	1	1415	"tags=20%,"	"list=13%,"	signal=23%	
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION	96	0.28559726	1.030772	0.392	0.89726526	1	1262	"tags=14%,"	"list=12%,"	signal=15%	
GOBP_EPITHELIAL_CELL_DEVELOPMENT	140	0.3109592	1.0668894	0.33778626	0.8972675	1	1968	"tags=19%,"	"list=19%,"	signal=23%	
GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	18	0.38756043	0.9271481	0.55353534	0.89729327	1	1103	"tags=22%,"	"list=10%,"	signal=25%	
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	123	0.34921187	1.03621	0.3716475	0.8973033	1	1612	"tags=29%,"	"list=15%,"	signal=34%	
GOBP_TOLERANCE_INDUCTION	15	0.46989927	1.0304735	0.37903225	0.8973107	1	1044	"tags=27%,"	"list=10%,"	signal=30%	
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	35	0.36998424	1.0181503	0.42626262	0.8973412	1	1262	"tags=20%,"	"list=12%,"	signal=23%	
GOBP_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	26	0.42386848	1.0316583	0.46626985	0.89735997	1	2069	"tags=27%,"	"list=20%,"	signal=33%	
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE	26	0.30577198	1.033219	0.4148728	0.89736575	1	1839	"tags=12%,"	"list=17%,"	signal=14%	
GOBP_VENTRICULAR_SEPTUM_MORPHOGENESIS	30	0.34646067	1.0190387	0.45186642	0.89736617	1	2890	"tags=27%,"	"list=27%,"	signal=37%	
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	274	0.27827522	1.0411177	0.35353535	0.89736843	1	2223	"tags=23%,"	"list=21%,"	signal=29%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	16	0.32059267	0.93316567	0.52953154	0.89738035	1	2911	"tags=38%,"	"list=27%,"	signal=52%	
GOBP_EPIBOLY	19	0.37693542	0.9469545	0.52191234	0.8973884	1	1883	"tags=26%,"	"list=18%,"	signal=32%	
GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING	194	0.2774175	0.9433172	0.6276392	0.8973925	1	1297	"tags=18%,"	"list=12%,"	signal=20%	
GOBP_REGULATION_OF_DNA_REPLICATION	76	0.3124376	1.0671793	0.28846154	0.8974087	1	2079	"tags=25%,"	"list=20%,"	signal=31%	
GOBP_ORGAN_INDUCTION	15	0.48247054	1.0903916	0.34791252	0.89741415	1	1911	"tags=33%,"	"list=18%,"	signal=41%	
GOBP_ENDOCYTOSIS	346	0.26202986	1.0405176	0.32515338	0.89741606	1	2147	"tags=18%,"	"list=20%,"	signal=22%	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	15	0.46032044	1.0623591	0.3685259	0.8974288	1	1454	"tags=27%,"	"list=14%,"	signal=31%	
GOBP_SYNAPTIC_VESICLE_MEMBRANE_ORGANIZATION	17	0.35048863	0.9464147	0.5263158	0.8974646	1	166	"tags=6%,"	"list=2%,"	signal=6%	
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	16	0.3802503	0.9420468	0.52917504	0.8974822	1	659	"tags=19%,"	"list=6%,"	signal=20%	
GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	19	0.40486643	1.0907159	0.3829365	0.8975059	1	72	"tags=5%,"	"list=1%,"	signal=5%	
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	18	0.37888363	1.0610031	0.39442232	0.89751697	1	1553	"tags=17%,"	"list=15%,"	signal=19%	
GOBP_INTERLEUKIN_17_PRODUCTION	23	0.34322652	0.94278854	0.5610687	0.8975374	1	1481	"tags=26%,"	"list=14%,"	signal=30%	
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	29	0.35079372	0.939749	0.5614035	0.8975409	1	825	"tags=17%,"	"list=8%,"	signal=19%	
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE	26	0.34124872	0.9338958	0.59504133	0.89755553	1	1345	"tags=23%,"	"list=13%,"	signal=26%	
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	19	0.37337136	1.0606543	0.38310412	0.89756286	1	1126	"tags=16%,"	"list=11%,"	signal=18%	
GOBP_REGULATION_OF_COAGULATION	47	0.40982726	1.0382906	0.40677965	0.8975662	1	2759	"tags=40%,"	"list=26%,"	signal=54%	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	57	0.27799898	1.0376729	0.36811024	0.8975691	1	1153	"tags=12%,"	"list=11%,"	signal=14%	
GOBP_MALE_SEX_DIFFERENTIATION	97	0.3225677	1.0280392	0.39430895	0.89759654	1	2091	"tags=27%,"	"list=20%,"	signal=33%	
GOBP_ARTERY_MORPHOGENESIS	45	0.33424315	0.9430131	0.53677934	0.89762986	1	1152	"tags=18%,"	"list=11%,"	signal=20%	
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	300	0.2666491	0.93922627	0.6619718	0.8976597	1	1735	"tags=20%,"	"list=16%,"	signal=23%	
GOBP_MRNA_PROCESSING	282	0.260664	1.0337266	0.4063745	0.8976677	1	2265	"tags=21%,"	"list=21%,"	signal=26%	
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	27	0.45199007	1.0626245	0.37424546	0.89766824	1	1674	"tags=26%,"	"list=16%,"	signal=31%	
GOBP_ENTEROENDOCRINE_CELL_DIFFERENTIATION	22	0.4809456	1.11629	0.3220339	0.8977442	1	3291	"tags=59%,"	"list=31%,"	signal=86%	
GOBP_NEGATIVE_REGULATION_OF_GROWTH	154	0.30970356	1.0339825	0.4027778	0.8977816	1	2791	"tags=34%,"	"list=26%,"	signal=45%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION	265	0.251225	1.0469052	0.35	0.89778584	1	2152	"tags=21%,"	"list=20%,"	signal=25%	
GOBP_APOPTOTIC_SIGNALING_PATHWAY	356	0.2440744	0.93942666	0.5920792	0.8977882	1	1581	"tags=16%,"	"list=15%,"	signal=18%	
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	37	0.30561417	0.9422033	0.54527557	0.89779633	1	1772	"tags=22%,"	"list=17%,"	signal=26%	
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNAL_TRANSDUCTION	15	0.46768847	1.0437826	0.38923395	0.89781016	1	1627	"tags=40%,"	"list=15%,"	signal=47%	
GOBP_NCRNA_PROCESSING	260	0.2640286	1.0183203	0.4208494	0.8978171	1	2037	"tags=19%,"	"list=19%,"	signal=23%	
GOBP_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	44	0.37177947	1.0434681	0.39	0.8978518	1	2791	"tags=34%,"	"list=26%,"	signal=46%	
GOBP_NEUROTRANSMITTER_TRANSPORT	150	0.27603185	1.0291659	0.3952569	0.8978554	1	2457	"tags=19%,"	"list=23%,"	signal=25%	
GOBP_FACE_MORPHOGENESIS	22	0.3988218	0.94734055	0.5355731	0.89785725	1	1577	"tags=27%,"	"list=15%,"	signal=32%	
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION	164	0.2697902	0.9335246	0.6129666	0.8978659	1	1577	"tags=15%,"	"list=15%,"	signal=17%	
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	141	0.30036607	1.0309124	0.3856859	0.89787227	1	2700	"tags=32%,"	"list=25%,"	signal=42%	
GOBP_FERTILIZATION	87	0.28690505	0.93811506	0.62643677	0.89788264	1	1653	"tags=20%,"	"list=16%,"	signal=23%	
GOBP_NEGATIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	15	0.39063498	1.0311998	0.43664718	0.89789873	1	800	"tags=13%,"	"list=8%,"	signal=14%	
GOBP_MALE_GAMETE_GENERATION	299	0.3306265	1.1189263	0.17588933	0.89791226	1	1691	"tags=21%,"	"list=16%,"	signal=24%	
GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	17	0.47199693	1.1166091	0.294	0.8979635	1	2393	"tags=35%,"	"list=23%,"	signal=46%	
GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	32	0.39343423	1.0285285	0.47808766	0.8979832	1	2069	"tags=22%,"	"list=20%,"	signal=27%	
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	23	0.35775012	0.9271564	0.58592135	0.8980146	1	2454	"tags=39%,"	"list=23%,"	signal=51%	
GOBP_IMPORT_INTO_CELL	155	0.27109745	0.93320423	0.6296296	0.89804375	1	1658	"tags=19%,"	"list=16%,"	signal=22%	
GOBP_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	17	0.44969866	1.0421675	0.41477272	0.8980667	1	1181	"tags=24%,"	"list=11%,"	signal=26%	
GOBP_POSITIVE_REGULATION_OF_OSSIFICATION	44	0.35463265	1.0354005	0.41015625	0.8980668	1	1643	"tags=20%,"	"list=16%,"	signal=24%	
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	24	0.38212085	0.94698954	0.5506329	0.8980878	1	1033	"tags=17%,"	"list=10%,"	signal=18%	
GOBP_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	40	0.33836234	1.0293945	0.3773585	0.898092	1	949	"tags=20%,"	"list=9%,"	signal=22%	
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	229	0.25454226	1.0412222	0.36327344	0.89811826	1	942	"tags=9%,"	"list=9%,"	signal=10%	
GOBP_PEPTIDE_TRANSPORT	164	0.3042708	1.0333148	0.37103173	0.89812064	1	1823	"tags=19%,"	"list=17%,"	signal=22%	
GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	32	0.37091896	1.0356803	0.43359375	0.8981286	1	1096	"tags=16%,"	"list=10%,"	signal=17%	
GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	20	0.47626737	1.0569607	0.39148074	0.8981657	1	1507	"tags=30%,"	"list=14%,"	signal=35%	
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS	45	0.31280366	0.9339426	0.55859375	0.8981668	1	1016	"tags=13%,"	"list=10%,"	signal=15%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	26	0.39652216	1.0281736	0.392	0.898168	1	785	"tags=15%,"	"list=7%,"	signal=17%	
GOBP_ENDOTHELIAL_CELL_MIGRATION	136	0.29003426	1.037819	0.35112935	0.8981764	1	2204	"tags=24%,"	"list=21%,"	signal=30%	
GOBP_ION_HOMEOSTASIS	371	0.26654124	1.0679739	0.25201613	0.898178	1	2154	"tags=22%,"	"list=20%,"	signal=27%	
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	40	0.355597	1.0598572	0.32824427	0.89820766	1	1402	"tags=23%,"	"list=13%,"	signal=26%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	22	0.44991028	1.1192235	0.27122152	0.89820826	1	1317	"tags=32%,"	"list=12%,"	signal=36%	
GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	36	0.43300006	1.1180574	0.3372549	0.89821076	1	1633	"tags=19%,"	"list=15%,"	signal=23%	
GOBP_BODY_MORPHOGENESIS	35	0.4015402	1.0909079	0.35375494	0.89821196	1	1060	"tags=20%,"	"list=10%,"	signal=22%	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	198	0.33169177	1.1157917	0.26732674	0.89823693	1	2487	"tags=28%,"	"list=23%,"	signal=36%	
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS	19	0.42187047	1.0287591	0.40862423	0.8982545	1	1272	"tags=21%,"	"list=12%,"	signal=24%	
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	113	0.30329713	1.0341531	0.36761904	0.89825827	1	905	"tags=14%,"	"list=9%,"	signal=15%	
GOBP_CHLORIDE_TRANSPORT	70	0.33443356	1.0414579	0.39619046	0.8983753	1	1289	"tags=17%,"	"list=12%,"	signal=19%	
GOBP_SENSORY_SYSTEM_DEVELOPMENT	244	0.2793224	0.9348959	0.57604563	0.8983766	1	1454	"tags=17%,"	"list=14%,"	signal=19%	
GOBP_CRANIAL_NERVE_DEVELOPMENT	34	0.4059051	1.1078196	0.30174083	0.89851624	1	2326	"tags=35%,"	"list=22%,"	signal=45%	
GOBP_ALCOHOL_METABOLIC_PROCESS	210	0.2372836	0.94221854	0.6764092	0.89853793	1	2462	"tags=27%,"	"list=23%,"	signal=34%	
GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS	15	0.43650547	1.0470096	0.39691713	0.89856184	1	1758	"tags=27%,"	"list=17%,"	signal=32%	
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	88	0.27347773	1.0672116	0.30952382	0.8985847	1	1096	"tags=10%,"	"list=10%,"	signal=11%	
GOBP_OSTEOBLAST_PROLIFERATION	19	0.3921068	1.0463797	0.40711462	0.8986042	1	232	"tags=11%,"	"list=2%,"	signal=11%	
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	339	0.23235238	0.9340395	0.64624506	0.89865905	1	1627	"tags=15%,"	"list=15%,"	signal=17%	
GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	16	0.42043188	1.0460413	0.4096154	0.8987	1	800	"tags=13%,"	"list=8%,"	signal=14%	
GOBP_REGULATION_OF_FATTY_ACID_OXIDATION	21	0.40515536	1.0681684	0.35742188	0.8987279	1	2142	"tags=29%,"	"list=20%,"	signal=36%	
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT	56	0.33722913	1.0610099	0.3713733	0.898763	1	979	"tags=13%,"	"list=9%,"	signal=14%	
GOBP_MICROTUBULE_BASED_MOVEMENT	238	0.33733585	1.105532	0.26652893	0.8987697	1	1586	"tags=20%,"	"list=15%,"	signal=23%	
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	92	0.3409417	1.0294997	0.37781954	0.898797	1	1646	"tags=20%,"	"list=16%,"	signal=23%	
GOBP_STEM_CELL_PROLIFERATION	74	0.30863225	0.9349971	0.5836653	0.8988159	1	1191	"tags=16%,"	"list=11%,"	signal=18%	
GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY	23	0.34677303	0.93753207	0.5273834	0.8988302	1	2389	"tags=39%,"	"list=23%,"	signal=50%	
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	97	0.29425383	1.0914574	0.29718876	0.898837	1	2178	"tags=20%,"	"list=21%,"	signal=24%	
GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	334	0.23985703	1.118297	0.21113244	0.898849	1	1794	"tags=15%,"	"list=17%,"	signal=17%	
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	20	0.41202694	1.0472376	0.3857143	0.8988594	1	2295	"tags=35%,"	"list=22%,"	signal=45%	
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	43	0.34254658	1.056433	0.36639675	0.89889085	1	2419	"tags=26%,"	"list=23%,"	signal=33%	
GOBP_CHROMOSOME_SEGREGATION	208	0.29940197	1.0438128	0.33604887	0.89890456	1	2008	"tags=21%,"	"list=19%,"	signal=26%	
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	138	0.25331053	0.9341957	0.6363636	0.89890534	1	2125	"tags=21%,"	"list=20%,"	signal=26%	
GOBP_CELLULAR_METAL_ION_HOMEOSTASIS	251	0.26221463	1.0599852	0.28143713	0.89896286	1	1651	"tags=17%,"	"list=16%,"	signal=20%	
GOBP_VASCULATURE_DEVELOPMENT	461	0.29641786	1.047521	0.33268103	0.89904183	1	1909	"tags=22%,"	"list=18%,"	signal=26%	
GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	35	0.4213219	1.0449839	0.36761904	0.8991345	1	1850	"tags=31%,"	"list=17%,"	signal=38%	
GOBP_PROTEIN_NEDDYLATION	16	0.49777088	1.0570219	0.4	0.8991906	1	1447	"tags=31%,"	"list=14%,"	signal=36%	
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	123	0.3329191	1.105801	0.22851562	0.8991931	1	1613	"tags=24%,"	"list=15%,"	signal=27%	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	98	0.31036058	1.1166978	0.25925925	0.89921176	1	2145	"tags=20%,"	"list=20%,"	signal=25%	
GOBP_GRANULOCYTE_MIGRATION	87	0.3342693	0.93432534	0.5876494	0.89931804	1	1562	"tags=26%,"	"list=15%,"	signal=31%	
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_I	34	0.33630592	1.0909821	0.3478261	0.8993818	1	1567	"tags=18%,"	"list=15%,"	signal=21%	
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	37	0.3576443	1.0442917	0.3831967	0.8994415	1	1508	"tags=24%,"	"list=14%,"	signal=28%	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	90	0.3320664	1.041485	0.37764934	0.8994578	1	1045	"tags=14%,"	"list=10%,"	signal=16%	
GOBP_RIBOSOME_ASSEMBLY	39	0.36202133	1.0572845	0.38973385	0.89946383	1	1459	"tags=15%,"	"list=14%,"	signal=18%	
GOBP_RESPONSE_TO_DOPAMINE	56	0.27581665	0.9350275	0.560241	0.89949197	1	1046	"tags=11%,"	"list=10%,"	signal=12%	
GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR	21	0.4487222	1.117375	0.30284554	0.8995413	1	2131	"tags=33%,"	"list=20%,"	signal=42%	
GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	38	0.34924722	1.1169747	0.23387097	0.899571	1	2501	"tags=34%,"	"list=24%,"	signal=45%	
GOBP_ANIMAL_ORGAN_FORMATION	38	0.37629777	1.067282	0.3411306	0.8996025	1	2073	"tags=26%,"	"list=20%,"	signal=33%	
GOBP_PROTEIN_MATURATION	207	0.29135615	1.0860245	0.2635659	0.8996145	1	2395	"tags=26%,"	"list=23%,"	signal=33%	
GOBP_MITOCHONDRION_ORGANIZATION	359	0.25156495	1.1049405	0.20498085	0.8997199	1	2279	"tags=23%,"	"list=22%,"	signal=28%	
GOBP_ELECTRON_TRANSPORT_CHAIN	111	0.31252596	1.0916001	0.305835	0.89972234	1	2939	"tags=38%,"	"list=28%,"	signal=52%	
GOBP_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	17	0.44342735	1.0581802	0.368	0.89973104	1	934	"tags=18%,"	"list=9%,"	signal=19%	
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	127	0.25612107	1.0476329	0.3387424	0.8998267	1	1903	"tags=16%,"	"list=18%,"	signal=19%	
GOBP_MATING_BEHAVIOR	26	0.42574757	1.068221	0.41015625	0.89982843	1	2506	"tags=31%,"	"list=24%,"	signal=40%	
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	152	0.28612754	0.9351679	0.68110234	0.8998501	1	1789	"tags=22%,"	"list=17%,"	signal=27%	
GOBP_ROOF_OF_MOUTH_DEVELOPMENT	63	0.3491665	1.0610439	0.34799236	0.8998741	1	1925	"tags=27%,"	"list=18%,"	signal=33%	
GOBP_ARTERY_DEVELOPMENT	65	0.38196516	1.108213	0.2829828	0.8999308	1	1152	"tags=20%,"	"list=11%,"	signal=22%	
GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	121	0.2953103	1.043841	0.3526971	0.8999674	1	1493	"tags=19%,"	"list=14%,"	signal=22%	
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY	19	0.3718334	1.1078286	0.344	0.9000387	1	413	"tags=11%,"	"list=4%,"	signal=11%	
GOBP_RIBOSOME_BIOGENESIS	191	0.30937892	1.0584202	0.35852712	0.90004134	1	2318	"tags=26%,"	"list=22%,"	signal=32%	
GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS	26	0.46919736	1.058761	0.37642586	0.9000481	1	1850	"tags=38%,"	"list=17%,"	signal=46%	
